0.046,-0.014,1.001
0.050,-0.021,1.001
0.052,-0.024,1.007
0.047,-0.020,1.002
0.047,-0.014,1.005
0.047,-0.013,1.001
0.047,-0.021,1.011
0.046,-0.027,1.000
0.044,-0.010,1.014
0.046,-0.021,0.988
0.033,-0.017,1.012
0.044,-0.022,1.010
0.050,-0.021,1.010
0.049,-0.021,1.000
0.045,-0.018,1.025
0.045,-0.015,1.007
0.043,-0.019,1.019
0.049,-0.009,0.979
0.033,-0.003,1.027
0.047,-0.017,0.980
0.054,-0.024,1.015
0.065,-0.023,1.035
0.060,-0.039,1.052
0.037,-0.074,1.062
0.033,-0.095,1.120
0.030,-0.087,1.223
0.018,0.004,1.296
-0.005,0.069,1.403
-0.021,0.027,1.531
-0.005,-0.028,1.558
0.031,-0.135,1.677
0.056,-0.116,1.610
0.104,-0.065,1.363
0.126,-0.044,1.256
0.111,-0.028,1.205
0.132,0.015,1.011
0.163,0.026,0.819
0.126,0.110,0.614
0.068,0.103,0.545
0.029,0.068,0.575
0.021,0.056,0.503
0.007,0.033,0.437
-0.024,0.049,0.314
-0.022,0.021,0.157
-0.006,-0.058,0.257
-0.029,-0.030,0.337
-0.069,0.047,0.142
-0.076,0.083,0.175
-0.038,0.075,0.417
-0.021,0.068,0.638
-0.008,0.112,0.685
-0.041,0.195,0.717
-0.011,0.134,0.994
-0.015,-0.014,1.354
-0.007,0.004,1.521
-0.067,-0.032,1.731
0.092,0.051,1.375
0.122,0.031,1.472
0.113,0.021,1.520
0.116,0.009,1.521
0.091,-0.009,1.547
0.113,0.019,1.376
0.099,0.007,1.408
0.106,-0.010,1.369
0.126,-0.032,1.343
0.139,-0.047,1.333
0.121,-0.024,1.372
0.117,0.009,1.353
0.133,-0.003,1.398
0.141,0.026,1.579
0.165,-0.014,1.656
0.124,0.013,1.648
0.175,0.053,1.450
0.210,0.104,1.314
0.241,0.116,1.128
0.207,0.175,0.930
0.169,0.157,0.752
0.139,0.214,0.604
0.066,0.203,0.335
0.067,0.160,0.281
0.011,0.095,0.418
0.003,0.033,0.562
-0.025,-0.006,0.531
-0.006,-0.031,0.473
-0.025,0.004,0.343
-0.061,0.046,0.232
-0.076,0.074,0.132
-0.073,0.096,0.171
-0.078,0.182,0.244
-0.032,0.195,0.319
0.048,0.107,0.356
0.172,0.089,0.437
0.146,0.159,0.826
-0.021,0.245,1.209
0.145,0.108,1.371
0.159,0.001,1.644
0.162,0.165,1.690
0.095,0.082,1.809
0.247,0.038,1.420
0.213,-0.039,1.524
0.168,-0.089,1.763
0.129,-0.017,1.675
0.120,0.018,1.441
0.148,-0.038,1.281
0.123,-0.057,1.354
0.088,-0.081,1.441
0.136,-0.114,1.523
0.179,-0.094,1.656
0.165,-0.073,1.726
0.157,0.015,1.633
0.156,0.070,1.536
0.140,0.120,1.518
0.145,0.194,1.387
0.160,0.145,1.187
0.122,0.120,0.917
0.103,0.154,0.685
0.107,0.102,0.554
0.061,0.097,0.487
-0.023,0.090,0.444
-0.047,0.057,0.436
-0.051,0.042,0.375
-0.057,0.052,0.312
-0.080,0.092,0.241
-0.061,0.068,0.197
-0.056,0.061,0.145
-0.049,0.094,0.173
-0.034,0.133,0.248
0.006,0.135,0.328
0.054,0.204,0.329
0.107,0.241,0.404
0.214,0.256,0.485
0.187,0.329,0.613
0.174,0.360,0.899
0.158,0.336,1.262
0.225,0.119,1.453
0.193,-0.101,1.738
0.162,-0.181,1.913
0.153,-0.072,1.750
0.189,-0.039,1.509
0.188,-0.104,1.531
0.164,-0.092,1.520
0.137,-0.083,1.511
0.191,-0.123,1.453
0.219,-0.159,1.601
0.229,-0.093,1.679
0.230,-0.028,1.749
0.277,0.026,1.734
0.354,0.063,1.708
0.407,0.128,1.741
0.445,0.219,1.634
0.354,0.292,1.315
0.144,0.256,1.089
0.235,0.185,1.079
0.262,0.072,0.864
0.199,0.065,0.607
0.133,0.101,0.370
0.003,0.122,0.220
-0.045,0.083,0.155
-0.086,0.021,0.191
-0.122,-0.034,0.187
-0.126,-0.112,0.374
-0.086,-0.053,0.321
-0.080,0.012,0.213
-0.043,0.107,0.097
-0.017,0.168,0.180
0.036,0.287,0.296
0.046,0.311,0.380
0.099,0.259,0.345
0.165,0.259,0.336
0.197,0.292,0.612
0.247,0.162,0.958
0.286,0.144,1.091
0.247,0.220,1.265
0.346,0.291,1.312
0.255,0.176,1.727
0.276,0.138,1.804
0.365,0.204,1.446
0.262,0.157,1.611
0.193,-0.059,1.859
0.058,-0.208,1.999
0.017,-0.111,1.750
-0.024,-0.128,1.767
-0.020,-0.156,1.853
-0.001,-0.132,1.890
0.075,-0.017,1.801
0.160,0.093,1.688
0.226,0.200,1.662
0.270,0.262,1.450
0.328,0.280,1.264
0.323,0.312,1.204
0.334,0.231,1.073
0.294,0.204,0.874
0.272,0.147,0.616
0.239,0.146,0.301
0.200,0.110,0.056
0.072,0.048,0.064
-0.016,0.060,0.115
-0.095,-0.014,0.212
-0.147,-0.067,0.340
-0.129,-0.026,0.312
-0.110,0.020,0.164
-0.094,0.062,0.090
-0.093,0.170,0.049
-0.046,0.216,0.124
0.009,0.204,0.411
0.069,0.170,0.583
0.155,0.164,0.698
0.154,0.204,0.868
0.159,0.287,0.959
0.185,0.208,1.236
0.239,0.161,1.456
0.284,0.243,1.634
0.312,0.208,1.710
0.385,0.153,1.441
0.458,0.123,1.407
0.379,0.025,1.604
1.527,1.886,-2.000
0.047,-0.313,1.999
0.244,-0.149,1.490
0.182,-0.236,1.728
0.190,-0.097,1.486
0.226,0.004,1.360
0.237,0.030,1.409
0.227,0.072,1.483
0.200,0.083,1.542
0.221,0.067,1.508
0.240,0.070,1.464
0.252,0.061,1.437
0.256,0.074,1.399
0.232,0.096,1.330
0.233,0.094,1.179
0.235,0.115,1.066
0.201,0.120,0.813
0.165,0.174,0.519
0.112,0.216,0.199
0.020,0.152,0.121
-0.102,0.080,0.237
-0.155,0.012,0.475
-0.141,-0.050,0.391
-0.146,-0.041,0.259
-0.141,0.004,0.095
-0.124,0.046,-0.020
-0.069,0.068,0.051
-0.036,0.080,0.229
0.015,0.125,0.318
0.049,0.114,0.455
0.104,0.149,0.578
0.100,0.290,0.671
0.104,0.339,0.826
0.089,0.287,1.085
0.051,0.111,1.444
0.078,-0.040,1.700
0.003,-0.094,1.999
0.076,-0.188,1.931
0.143,-0.233,1.756
0.159,-0.189,1.689
0.106,-0.182,1.780
0.070,-0.188,1.776
0.069,-0.219,1.759
0.089,-0.204,1.750
0.098,-0.175,1.700
0.101,-0.103,1.674
0.077,-0.055,1.706
0.183,0.001,1.733
0.205,0.079,1.662
0.239,0.130,1.531
0.269,0.163,1.244
0.297,0.238,0.839
0.258,0.311,0.479
0.187,0.207,0.278
0.088,0.216,0.177
-0.014,0.121,0.041
-0.106,0.074,0.115
-0.156,0.001,0.132
-0.182,-0.063,0.154
-0.170,-0.110,0.200
-0.136,-0.123,0.231
-0.086,-0.063,0.314
-0.051,-0.009,0.357
-0.069,0.139,0.386
-0.067,0.301,0.432
0.045,0.289,0.496
0.133,0.203,0.663
0.124,0.163,0.895
0.088,0.189,1.046
0.052,0.216,1.182
0.042,0.159,1.327
0.073,0.102,1.415
0.223,0.149,1.415
0.037,0.111,1.430
0.104,0.091,1.425
0.168,0.069,1.519
0.122,0.024,1.705
0.093,0.034,1.788
0.111,0.012,1.788
0.104,0.003,1.803
0.107,0.035,1.767
0.102,0.077,1.704
0.109,0.109,1.654
0.098,0.144,1.553
0.105,0.175,1.485
0.108,0.168,1.452
0.122,0.138,1.428
0.149,0.153,1.364
0.148,0.169,1.239
0.127,0.186,1.070
0.139,0.194,0.950
0.162,0.206,0.701
0.123,0.228,0.340
0.081,0.234,0.046
-0.017,0.183,0.054
-0.103,0.092,0.224
-0.132,-0.014,0.312
-0.164,-0.075,0.390
-0.196,-0.077,0.479
-0.195,-0.039,0.378
-0.180,0.018,0.249
-0.132,0.049,0.218
-0.111,0.093,0.328
-0.051,0.128,0.427
-0.015,0.140,0.555
0.063,0.141,0.688
0.087,0.241,0.760
0.089,0.263,0.899
0.130,0.197,1.085
0.179,0.160,1.248
0.229,0.208,1.409
0.203,0.103,1.600
0.202,0.059,1.599
0.226,0.051,1.594
0.191,-0.018,1.804
0.128,-0.054,1.965
0.108,-0.045,1.936
0.117,-0.024,1.858
0.120,0.015,1.722
0.074,0.096,1.635
0.052,0.156,1.589
0.057,0.176,1.511
0.085,0.155,1.398
0.058,0.120,1.389
0.050,0.161,1.345
0.129,0.108,1.211
0.144,0.099,1.066
0.157,0.115,0.885
0.124,0.156,0.685
0.092,0.200,0.424
0.064,0.163,0.236
-0.025,0.097,0.269
-0.063,0.008,0.353
-0.116,-0.038,0.400
-0.142,-0.067,0.453
-0.170,-0.041,0.338
-0.176,-0.005,0.244
-0.128,-0.005,0.301
-0.112,0.021,0.330
-0.119,0.097,0.399
-0.098,0.162,0.535
-0.028,0.146,0.597
0.054,0.146,0.618
0.037,0.226,0.708
0.060,0.271,0.854
0.078,0.287,0.993
0.150,0.248,1.071
0.190,0.196,1.256
0.153,0.122,1.639
0.227,0.134,1.512
0.221,0.189,1.615
0.310,0.083,1.628
0.215,-0.027,1.982
0.127,-0.129,1.999
0.086,-0.171,1.999
0.075,-0.094,1.907
0.087,0.003,1.740
0.108,0.091,1.597
0.141,0.147,1.548
0.134,0.167,1.474
0.131,0.205,1.376
0.144,0.192,1.297
0.152,0.169,1.249
0.138,0.155,1.204
0.173,0.123,1.048
0.200,0.114,0.865
0.172,0.204,0.591
0.139,0.225,0.331
0.097,0.195,0.248
0.047,0.145,0.221
-0.016,0.073,0.290
-0.075,0.031,0.343
-0.165,0.019,0.340
-0.156,0.010,0.305
-0.161,0.013,0.224
-0.183,0.015,0.195
-0.194,0.073,0.209
-0.158,0.102,0.250
-0.099,0.107,0.377
-0.009,0.128,0.454
0.057,0.126,0.585
0.087,0.166,0.800
0.081,0.187,1.029
0.100,0.161,1.298
0.097,0.156,1.352
0.094,0.165,1.376
0.065,0.191,1.482
0.094,0.041,1.718
0.130,0.064,1.728
0.231,0.099,1.432
0.201,0.028,1.638
0.111,-0.094,1.987
0.050,-0.183,1.999
0.091,-0.121,1.999
0.130,-0.021,1.746
0.170,0.062,1.602
0.177,0.097,1.521
0.166,0.142,1.457
0.140,0.159,1.448
0.162,0.149,1.371
0.166,0.118,1.312
0.166,0.125,1.233
0.168,0.158,1.094
0.190,0.223,0.751
0.160,0.215,0.437
0.124,0.199,0.326
0.051,0.194,0.261
-0.033,0.132,0.292
-0.104,0.077,0.391
-0.115,0.021,0.416
-0.114,-0.030,0.448
-0.117,-0.015,0.343
-0.181,0.035,0.203
-0.187,0.069,0.173
-0.164,0.052,0.191
-0.145,0.056,0.256
-0.110,0.078,0.340
-0.072,0.113,0.399
-0.003,0.104,0.475
0.031,0.092,0.677
0.031,0.108,0.992
0.039,0.122,1.271
0.039,0.145,1.374
0.053,0.191,1.315
0.117,0.201,1.372
0.039,0.187,1.624
0.241,0.049,1.523
0.270,0.049,1.486
0.270,-0.011,1.437
0.222,-0.079,1.652
0.096,-0.151,1.876
0.046,-0.094,1.952
0.083,-0.059,1.900
0.135,0.043,1.709
0.167,0.123,1.547
0.164,0.195,1.431
0.164,0.226,1.362
0.165,0.204,1.312
0.170,0.177,1.269
0.148,0.164,1.281
0.130,0.161,1.259
0.128,0.155,1.114
0.077,0.126,0.945
0.057,0.142,0.863
0.089,0.189,0.570
0.062,0.128,0.256
-0.060,0.066,0.273
-0.129,0.048,0.577
-0.130,0.031,0.653
-0.167,0.030,0.572
-0.176,0.054,0.462
-0.156,0.072,0.442
-0.104,0.067,0.469
-0.055,0.103,0.414
-0.045,0.121,0.357
-0.065,0.124,0.367
-0.081,0.126,0.496
-0.070,0.123,0.579
-0.026,0.134,0.691
0.013,0.116,0.756
-0.006,0.132,0.773
0.011,0.166,0.919
0.045,0.158,1.078
0.094,0.141,1.280
0.014,0.210,1.368
0.139,0.258,1.402
0.207,0.300,1.457
0.307,0.295,1.457
0.333,0.273,1.486
0.258,0.236,1.591
0.191,0.143,1.694
0.167,0.069,1.760
